"Date","Price","Open","High","Low","Vol.","Change %"
"Feb 19, 2021","30,521.0","30,500.0","30,620.0","30,021.0","160.99K","0.24%"
"Feb 18, 2021","30,448.0","30,981.0","31,116.0","30,431.0","142.16K","-1.70%"
"Feb 17, 2021","30,975.0","30,708.0","31,088.0","30,425.0","113.59K","0.91%"
"Feb 16, 2021","30,697.0","30,586.0","30,769.0","30,446.0","96.58K","1.87%"
"Feb 11, 2021","30,134.0","29,941.0","30,140.0","29,702.0","61.32K","0.54%"
"Feb 10, 2021","29,971.0","29,941.0","29,988.0","29,931.0","1.68K","1.93%"
"Feb 09, 2021","29,403.0","29,165.0","29,460.0","29,133.0","101.78K","0.80%"
"Feb 08, 2021","29,170.0","29,277.0","29,624.0","29,165.0","115.35K","-0.33%"
"Feb 05, 2021","29,266.0","29,087.0","29,418.0","28,994.0","124.83K","0.61%"
"Feb 04, 2021","29,090.0","29,200.0","29,348.0","28,689.0","166.95K","-0.42%"
"Feb 03, 2021","29,212.0","29,249.0","29,304.0","28,886.0","144.19K","-0.06%"
"Feb 02, 2021","29,230.0","28,835.0","29,438.0","28,688.0","137.81K","1.48%"
"Feb 01, 2021","28,804.0","28,327.0","28,935.0","28,154.0","166.03K","1.71%"
"Jan 29, 2021","28,319.0","28,511.0","28,980.0","28,039.0","193.17K","-1.49%"
"Jan 28, 2021","28,748.0","29,293.0","29,309.0","28,734.0","38.50K","-1.81%"
"Jan 27, 2021","29,279.0","29,455.0","29,663.0","29,231.0","150.55K","-0.56%"
"Jan 26, 2021","29,445.0","30,073.0","30,098.0","29,348.0","216.59K","-2.11%"
"Jan 25, 2021","30,081.0","29,479.0","30,158.0","29,323.0","202.98K","2.10%"
"Jan 22, 2021","29,461.0","29,889.0","29,949.0","29,415.0","148.39K","-1.52%"
"Jan 21, 2021","29,915.0","29,898.0","30,143.0","29,778.0","164.65K","0.08%"
"Jan 20, 2021","29,892.0","29,608.0","29,977.0","29,492.0","155.10K","0.94%"
"Jan 19, 2021","29,614.0","28,842.0","29,905.0","28,800.0","193.83K","2.70%"
"Jan 18, 2021","28,836.0","28,609.0","28,843.0","28,378.0","124.47K","0.86%"
"Jan 15, 2021","28,591.0","28,454.0","28,675.0","28,313.0","129.31K","0.40%"
"Jan 14, 2021","28,476.0","28,231.0","28,506.0","28,168.0","102.55K","0.85%"
"Jan 13, 2021","28,236.0","28,276.0","28,408.0","28,172.0","105.41K","-0.11%"
"Jan 12, 2021","28,266.0","27,970.0","28,287.0","27,757.0","114.07K","1.00%"
"Jan 11, 2021","27,985.0","27,773.0","28,198.0","27,764.0","139.72K","0.66%"
"Jan 08, 2021","27,801.0","27,530.0","27,967.0","27,410.0","138.84K","0.94%"
"Jan 07, 2021","27,543.0","27,624.0","27,846.0","27,467.0","128.51K","-0.32%"
"Jan 06, 2021","27,631.0","27,555.0","27,774.0","27,402.0","124.34K","0.24%"
"Jan 05, 2021","27,564.0","27,498.0","27,703.0","27,108.0","130.89K","0.28%"
"Jan 04, 2021","27,488.0","27,225.0","27,530.0","27,107.0","97.80K","0.99%"
"Dec 31, 2020","27,219.0","27,256.0","27,396.0","27,176.0","73.16K","1.02%"
"Dec 30, 2020","26,943.0","26,586.0","26,966.0","26,583.0","15.84K","1.31%"
"Dec 29, 2020","26,595.0","26,355.0","26,623.0","26,355.0","91.18K","0.88%"
"Dec 28, 2020","26,363.0","26,401.0","26,545.0","26,197.0","141.26K","-0.18%"
"Dec 24, 2020","26,410.0","26,324.0","26,471.0","26,245.0","77.52K","0.32%"
"Dec 23, 2020","26,325.0","26,145.0","26,357.0","26,006.0","125.51K","0.75%"
"Dec 22, 2020","26,130.0","26,321.0","26,380.0","25,957.0","138.27K","-0.82%"
"Dec 21, 2020","26,345.0","26,507.0","26,567.0","26,263.0","97.44K","-0.58%"
"Dec 18, 2020","26,499.0","26,701.0","26,701.0","26,345.0","92.67K","-0.75%"
"Dec 17, 2020","26,698.0","26,537.0","26,709.0","26,398.0","95.59K","0.62%"
"Dec 16, 2020","26,533.0","26,256.0","26,538.0","26,254.0","89.47K","1.12%"
"Dec 15, 2020","26,238.0","26,363.0","26,475.0","26,100.0","99.50K","-0.48%"
"Dec 14, 2020","26,364.0","26,442.0","26,574.0","26,300.0","93.16K","-0.34%"
"Dec 11, 2020","26,455.0","26,420.0","26,729.0","26,319.0","100.59K","0.16%"
"Dec 10, 2020","26,413.0","26,539.0","26,562.0","26,230.0","80.83K","-0.49%"
"Dec 09, 2020","26,543.0","26,308.0","26,698.0","26,280.0","109.67K","0.94%"
"Dec 08, 2020","26,296.0","26,408.0","26,580.0","26,278.0","89.67K","-0.50%"
"Dec 07, 2020","26,427.0","26,878.0","26,932.0","26,257.0","128.60K","-1.69%"
"Dec 04, 2020","26,880.0","26,715.0","26,902.0","26,654.0","90.86K","0.60%"
"Dec 03, 2020","26,720.0","26,550.0","26,810.0","26,495.0","101.89K","0.69%"
"Dec 02, 2020","26,537.0","26,614.0","26,700.0","26,334.0","113.66K","-0.20%"
"Dec 01, 2020","26,589.0","26,445.0","26,659.0","26,284.0","107.27K","0.61%"
"Nov 30, 2020","26,427.0","26,935.0","26,994.0","26,301.0","127.27K","-1.50%"
"Nov 27, 2020","26,830.0","26,782.0","26,841.0","26,722.0","15.66K","0.12%"
"Nov 26, 2020","26,798.0","26,634.0","26,824.0","26,557.0","100.81K","0.57%"
"Nov 25, 2020","26,645.0","26,608.0","27,077.0","26,539.0","186.05K","0.11%"
"Nov 24, 2020","26,617.0","26,486.0","26,620.0","26,353.0","148.98K","0.46%"
"Nov 23, 2020","26,496.0","26,441.0","26,709.0","26,375.0","108.84K","0.15%"
"Nov 20, 2020","26,455.0","26,320.0","26,575.0","26,226.0","101.72K","0.40%"
"Nov 19, 2020","26,349.0","26,540.0","26,632.0","26,313.0","94.37K","-0.78%"
"Nov 18, 2020","26,555.0","26,394.0","26,644.0","26,288.0","106.58K","0.51%"
"Nov 17, 2020","26,419.0","26,374.0","26,572.0","26,332.0","97.76K","0.18%"
"Nov 16, 2020","26,372.0","26,188.0","26,467.0","26,123.0","109.51K","0.74%"
"Nov 13, 2020","26,177.0","26,235.0","26,363.0","25,920.0","118.67K","-0.16%"
"Nov 12, 2020","26,218.0","26,274.0","26,492.0","26,072.0","122.12K","-0.14%"
"Nov 11, 2020","26,256.0","26,348.0","26,452.0","26,176.0","151.56K","-0.40%"
"Nov 10, 2020","26,361.0","26,056.0","26,875.0","26,030.0","176.00K","1.27%"
"Nov 09, 2020","26,031.0","25,658.0","26,222.0","25,576.0","129.32K","1.22%"
"Nov 06, 2020","25,718.0","25,790.0","26,024.0","25,542.0","139.86K","-0.35%"
"Nov 05, 2020","25,808.0","24,939.0","25,816.0","24,906.0","179.79K","3.47%"
"Nov 04, 2020","24,942.0","25,035.0","25,154.0","24,625.0","197.04K","-0.35%"
"Nov 03, 2020","25,029.0","24,362.0","25,033.0","24,345.0","137.19K","2.86%"
"Nov 02, 2020","24,333.0","24,164.0","24,428.0","24,071.0","127.00K","0.73%"
"Oct 30, 2020","24,157.0","24,512.0","24,591.0","23,948.0","155.44K","-1.40%"
"Oct 29, 2020","24,500.0","24,640.0","24,640.0","24,256.0","34.71K","-0.41%"
"Oct 28, 2020","24,600.0","24,706.0","24,837.0","24,563.0","125.93K","-0.47%"
"Oct 27, 2020","24,717.0","24,890.0","24,960.0","24,567.0","208.10K","-0.89%"
"Oct 26, 2020","24,939.0","24,939.0","24,939.0","24,939.0","-","0.08%"
"Oct 23, 2020","24,919.0","24,832.0","24,967.0","24,646.0","153.39K","0.23%"
"Oct 22, 2020","24,863.0","24,620.0","24,869.0","24,520.0","129.62K","0.91%"
"Oct 21, 2020","24,640.0","24,503.0","24,891.0","24,466.0","132.19K","0.56%"
"Oct 20, 2020","24,502.0","24,556.0","24,582.0","24,404.0","97.35K","-0.19%"
"Oct 19, 2020","24,549.0","24,343.0","24,766.0","24,319.0","111.21K","0.80%"
"Oct 16, 2020","24,354.0","24,059.0","24,434.0","23,981.0","111.38K","1.14%"
"Oct 15, 2020","24,079.0","24,599.0","24,648.0","24,057.0","135.52K","-2.15%"
"Oct 14, 2020","24,608.0","24,800.0","24,805.0","24,475.0","100.27K","-0.40%"
"Oct 13, 2020","24,706.0","24,659.0","24,743.0","24,607.0","14.94K","0.11%"
"Oct 12, 2020","24,679.0","24,030.0","24,713.0","24,030.0","133.64K","2.66%"
"Oct 09, 2020","24,039.0","24,106.0","24,372.0","24,016.0","101.29K","-0.25%"
"Oct 08, 2020","24,100.0","24,170.0","24,288.0","23,992.0","96.21K","-0.30%"
"Oct 07, 2020","24,173.0","23,946.0","24,266.0","23,880.0","109.68K","0.93%"
"Oct 06, 2020","23,951.0","23,765.0","23,983.0","23,751.0","89.76K","0.83%"
"Oct 05, 2020","23,755.0","23,425.0","23,956.0","23,385.0","115.91K","1.39%"
"Sep 30, 2020","23,430.0","23,269.0","23,777.0","23,264.0","143.74K","0.13%"
"Sep 29, 2020","23,399.0","23,435.0","23,608.0","23,388.0","20.56K","-0.15%"
"Sep 28, 2020","23,435.0","23,188.0","23,495.0","22,964.0","126.36K","1.22%"
"Sep 25, 2020","23,152.0","23,248.0","23,475.0","23,114.0","194.13K","-0.43%"
"Sep 24, 2020","23,251.0","23,705.0","23,771.0","23,163.0","186.82K","-1.89%"
"Sep 23, 2020","23,700.0","23,680.0","23,769.0","23,505.0","136.34K","0.21%"
"Sep 22, 2020","23,651.0","23,877.0","23,921.0","23,614.0","139.66K","-1.03%"
"Sep 21, 2020","23,896.0","24,462.0","24,579.0","23,862.0","156.90K","-2.29%"
"Sep 18, 2020","24,456.0","24,350.0","24,462.0","24,250.0","108.98K","0.50%"
"Sep 17, 2020","24,334.0","24,708.0","24,734.0","24,198.0","141.08K","-1.54%"
"Sep 16, 2020","24,715.0","24,756.0","24,898.0","24,599.0","103.54K","-0.11%"
"Sep 15, 2020","24,742.0","24,523.0","24,777.0","24,422.0","108.97K","0.81%"
