"Date","Price","Open","High","Low","Vol.","Change %"
"Feb 20, 2020","9,608.1","9,586.2","9,694.7","9,362.4","6.50K","0.17%"
"Feb 19, 2020","9,592.2","10,184.0","10,309.0","9,350.3","13.94K","-5.80%"
"Feb 18, 2020","10,183.0","9,708.0","10,275.0","9,625.9","8.25K","4.89%"
"Feb 17, 2020","9,708.0","9,929.7","9,963.8","9,501.5","9.30K","-2.23%"
"Feb 16, 2020","9,929.7","9,901.0","10,037.0","9,651.4","6.93K","0.29%"
"Feb 15, 2020","9,901.0","10,335.0","10,370.0","9,800.3","6.40K","-4.20%"
"Feb 14, 2020","10,335.0","10,222.0","10,371.0","10,101.0","4.13K","1.11%"
"Feb 13, 2020","10,222.0","10,338.0","10,489.0","10,080.0","8.98K","-1.13%"
"Feb 12, 2020","10,339.0","10,249.0","10,458.0","10,238.0","8.71K","0.90%"
"Feb 11, 2020","10,247.0","9,851.2","10,316.0","9,720.0","8.45K","4.03%"
"Feb 10, 2020","9,850.2","10,151.5","10,187.0","9,737.8","8.52K","-2.96%"
"Feb 09, 2020","10,151.0","9,877.3","10,161.0","9,871.1","9.64K","2.77%"
"Feb 08, 2020","9,877.2","9,805.2","9,920.7","9,657.8","5.53K","0.73%"
"Feb 07, 2020","9,805.2","9,745.0","9,859.6","9,695.5","3.70K","0.62%"
"Feb 06, 2020","9,744.9","9,612.0","9,860.0","9,547.0","8.58K","1.38%"
"Feb 05, 2020","9,612.0","9,197.5","9,731.2","9,180.2","10.77K","4.51%"
"Feb 04, 2020","9,197.4","9,309.2","9,359.8","9,112.5","4.07K","-1.20%"
"Feb 03, 2020","9,309.3","9,353.1","9,625.3","9,247.1","6.72K","-0.47%"
"Feb 02, 2020","9,353.1","9,408.0","9,501.0","9,175.4","6.44K","-0.61%"
"Feb 01, 2020","9,410.6","9,371.3","9,476.4","9,318.1","2.53K","0.46%"
"Jan 31, 2020","9,367.4","9,512.7","9,519.9","9,221.9","4.87K","-1.53%"
"Jan 30, 2020","9,512.7","9,305.1","9,550.0","9,175.7","9.02K","2.24%"
"Jan 29, 2020","9,304.2","9,390.9","9,442.0","9,244.4","4.60K","-0.95%"
"Jan 28, 2020","9,393.7","8,912.1","9,413.0","8,912.1","9.12K","5.41%"
"Jan 27, 2020","8,912.0","8,622.0","9,001.8","8,585.2","6.28K","3.37%"
"Jan 26, 2020","8,621.6","8,351.1","8,622.0","8,303.6","3.52K","3.21%"
"Jan 25, 2020","8,353.7","8,447.1","8,447.2","8,280.0","2.10K","-1.11%"
"Jan 24, 2020","8,447.1","8,403.6","8,521.8","8,247.7","3.51K","0.52%"
"Jan 23, 2020","8,403.5","8,668.9","8,669.3","8,296.9","5.70K","-3.01%"
"Jan 22, 2020","8,663.9","8,734.2","8,799.9","8,580.6","2.35K","-0.80%"
"Jan 21, 2020","8,734.1","8,638.2","8,782.8","8,512.2","3.25K","1.11%"
"Jan 20, 2020","8,638.2","8,698.6","8,741.1","8,519.6","4.11K","-0.64%"
"Jan 19, 2020","8,694.0","8,891.6","9,169.5","8,455.7","12.41K","-2.22%"
"Jan 18, 2020","8,891.5","8,873.1","8,965.0","8,794.2","3.46K","0.18%"
"Jan 17, 2020","8,875.4","8,719.5","8,994.9","8,674.2","9.69K","1.78%"
"Jan 16, 2020","8,720.6","8,810.9","8,839.9","8,579.8","5.31K","-0.99%"
"Jan 15, 2020","8,807.7","8,760.8","8,873.0","8,560.2","8.78K","0.37%"
"Jan 14, 2020","8,775.6","8,104.1","8,829.0","8,099.3","16.57K","8.41%"
"Jan 13, 2020","8,094.5","8,174.9","8,198.3","8,053.6","2.59K","-0.98%"
"Jan 12, 2020","8,174.7","8,013.6","8,174.7","7,951.7","3.21K","2.01%"
"Jan 11, 2020","8,013.8","8,184.3","8,271.9","7,994.6","4.25K","-1.99%"
"Jan 10, 2020","8,176.3","7,817.4","8,177.8","7,678.5","7.86K","4.59%"
"Jan 09, 2020","7,817.5","8,036.8","8,036.8","7,756.2","4.67K","-2.73%"
"Jan 08, 2020","8,036.8","8,158.2","8,442.0","7,882.8","11.76K","-1.39%"
"Jan 07, 2020","8,150.0","7,759.5","8,200.1","7,741.9","12.35K","5.05%"
"Jan 06, 2020","7,757.9","7,364.7","7,784.9","7,358.0","8.54K","5.34%"
"Jan 05, 2020","7,364.6","7,370.3","7,509.9","7,315.8","4.45K","-0.07%"
"Jan 04, 2020","7,369.8","7,371.8","7,422.0","7,297.7","4.27K","0.03%"
"Jan 03, 2020","7,367.5","6,989.4","7,437.6","6,909.3","6.68K","5.41%"
"Jan 02, 2020","6,989.4","7,212.7","7,225.2","6,963.0","4.85K","-3.10%"
"Jan 01, 2020","7,212.7","7,208.2","7,268.8","7,185.4","2.07K","0.06%"
"Dec 31, 2019","7,208.3","7,261.0","7,333.0","7,161.3","2.99K","-0.72%"
"Dec 30, 2019","7,260.9","7,413.0","7,421.6","7,217.7","4.09K","-2.12%"
"Dec 29, 2019","7,417.9","7,333.2","7,551.6","7,311.8","2.49K","1.14%"
"Dec 28, 2019","7,334.4","7,293.6","7,389.9","7,280.5","2.73K","0.65%"
"Dec 27, 2019","7,287.0","7,235.3","7,300.0","7,114.1","4.00K","0.75%"
"Dec 26, 2019","7,232.4","7,220.1","7,464.3","7,189.0","4.72K","0.17%"
"Dec 25, 2019","7,220.1","7,270.0","7,287.4","7,144.8","3.36K","-0.78%"
"Dec 24, 2019","7,276.9","7,346.2","7,445.0","7,182.9","4.25K","-0.96%"
"Dec 23, 2019","7,347.4","7,538.9","7,715.0","7,283.1","7.08K","-2.45%"
"Dec 22, 2019","7,532.0","7,166.3","7,541.3","7,159.6","3.62K","5.10%"
"Dec 21, 2019","7,166.4","7,213.0","7,215.1","7,145.2","2.28K","-0.65%"
"Dec 20, 2019","7,212.9","7,181.8","7,249.0","7,116.8","5.70K","0.43%"
"Dec 19, 2019","7,181.8","7,326.9","7,412.5","7,089.1","5.43K","-1.93%"
"Dec 18, 2019","7,323.4","6,667.1","7,480.2","6,479.4","13.75K","9.84%"
"Dec 17, 2019","6,667.1","6,926.6","6,972.0","6,624.3","12.66K","-3.75%"
"Dec 16, 2019","6,926.8","7,152.7","7,189.9","6,900.0","13.42K","-3.16%"
"Dec 15, 2019","7,152.7","7,100.8","7,218.6","7,046.6","3.53K","0.73%"
"Dec 14, 2019","7,100.8","7,283.1","7,290.5","7,038.5","3.41K","-2.50%"
"Dec 13, 2019","7,283.2","7,224.1","7,331.9","7,218.7","2.90K","0.82%"
"Dec 12, 2019","7,224.0","7,231.2","7,325.6","7,133.8","5.64K","-0.09%"
"Dec 11, 2019","7,230.7","7,254.7","7,296.2","7,170.1","3.12K","-0.33%"
"Dec 10, 2019","7,254.6","7,373.8","7,433.0","7,207.5","3.64K","-1.69%"
"Dec 09, 2019","7,379.5","7,563.8","7,701.1","7,309.1","6.56K","-2.45%"
"Dec 08, 2019","7,564.6","7,543.2","7,620.0","7,433.6","4.30K","0.28%"
"Dec 07, 2019","7,543.2","7,584.7","7,665.1","7,520.1","1.72K","-0.59%"
"Dec 06, 2019","7,588.3","7,439.9","7,648.6","7,350.1","5.71K","1.99%"
"Dec 05, 2019","7,440.0","7,239.3","7,522.8","7,193.7","4.79K","2.79%"
"Dec 04, 2019","7,238.2","7,336.9","7,887.7","7,134.1","11.72K","-1.33%"
"Dec 03, 2019","7,336.0","7,350.2","7,453.5","7,288.0","2.30K","-0.19%"
"Dec 02, 2019","7,350.3","7,450.1","7,467.3","7,209.4","4.63K","-1.34%"
"Dec 01, 2019","7,450.1","7,599.9","7,600.1","7,288.7","6.33K","-1.97%"
"Nov 30, 2019","7,599.9","7,796.5","7,849.6","7,495.0","4.97K","-2.52%"
