"Date","Price","Open","High","Low","Vol.","Change %"
"Mar 04, 2020","224.34","223.82","228.70","220.57","730.84K","0.19%"
"Mar 03, 2020","223.92","232.07","232.39","220.19","1.15M","-3.46%"
"Mar 02, 2020","231.95","217.17","234.32","216.15","1.24M","6.39%"
"Mar 01, 2020","218.01","217.46","227.59","212.79","1.09M","0.27%"
"Feb 29, 2020","217.43","226.83","232.91","217.42","1.27M","-4.16%"
"Feb 28, 2020","226.85","227.88","234.59","214.23","1.51M","-0.39%"
"Feb 27, 2020","227.75","223.70","238.20","210.25","1.76M","1.66%"
"Feb 26, 2020","224.03","246.56","250.20","216.22","1.47M","-9.30%"
"Feb 25, 2020","247.00","265.58","266.17","245.01","1.10M","-6.97%"
"Feb 24, 2020","265.51","274.66","276.99","257.88","1.12M","-3.43%"
"Feb 23, 2020","274.95","261.53","275.49","261.11","938.37K","5.09%"
"Feb 22, 2020","261.63","265.23","266.60","256.57","597.54K","-1.30%"
"Feb 21, 2020","265.08","257.04","267.95","253.84","986.51K","2.98%"
"Feb 20, 2020","257.40","259.00","264.27","245.68","1.17M","-0.88%"
"Feb 19, 2020","259.70","282.63","285.36","256.13","841.28K","-8.02%"
"Feb 18, 2020","282.33","267.67","285.62","259.30","943.66K","5.54%"
"Feb 17, 2020","267.50","259.01","268.38","242.32","890.97K","3.06%"
"Feb 16, 2020","259.55","264.97","273.84","237.67","734.45K","-2.00%"
"Feb 15, 2020","264.85","285.17","288.10","261.99","682.28K","-7.25%"
"Feb 14, 2020","285.55","268.40","286.54","260.52","815.30K","6.38%"
"Feb 13, 2020","268.41","265.75","277.65","256.44","838.04K","1.11%"
"Feb 12, 2020","265.48","236.67","275.00","236.67","1.02M","12.17%"
"Feb 11, 2020","236.67","222.84","238.81","218.14","607.20K","6.17%"
"Feb 10, 2020","222.90","228.60","229.29","216.74","611.32K","-2.50%"
"Feb 09, 2020","228.61","223.07","230.62","222.92","488.21K","2.45%"
"Feb 08, 2020","223.15","223.33","227.65","213.69","713.74K","-0.11%"
"Feb 07, 2020","223.39","213.24","224.65","213.24","720.44K","4.76%"
"Feb 06, 2020","213.24","203.87","216.26","201.17","587.70K","4.60%"
"Feb 05, 2020","203.87","188.89","207.76","188.17","539.75K","7.93%"
"Feb 04, 2020","188.89","189.68","191.61","184.79","334.34K","-0.54%"
"Feb 03, 2020","189.92","188.46","194.95","186.88","392.66K","0.77%"
"Feb 02, 2020","188.47","183.61","193.24","179.31","626.39K","2.64%"
"Feb 01, 2020","183.62","179.95","184.10","179.34","423.80K","2.07%"
"Jan 31, 2020","179.90","184.58","185.76","175.23","457.63K","-2.54%"
"Jan 30, 2020","184.58","173.76","186.94","171.11","488.74K","6.21%"
"Jan 29, 2020","173.79","175.64","178.41","173.51","363.43K","-1.09%"
"Jan 28, 2020","175.71","170.11","176.10","170.11","361.31K","3.29%"
"Jan 27, 2020","170.11","167.95","172.07","165.36","386.99K","1.33%"
"Jan 26, 2020","167.88","160.18","168.03","159.47","249.96K","4.65%"
"Jan 25, 2020","160.43","162.58","162.74","157.74","177.60K","-1.33%"
"Jan 24, 2020","162.58","162.89","166.85","155.78","400.39K","-0.19%"
"Jan 23, 2020","162.89","168.08","168.21","159.48","349.04K","-3.08%"
"Jan 22, 2020","168.07","169.45","171.31","166.05","268.59K","-0.81%"
"Jan 21, 2020","169.45","166.89","169.99","165.12","258.22K","1.56%"
"Jan 20, 2020","166.85","166.97","169.23","161.43","347.06K","-0.07%"
